,question,answer,img_id,type
4402,có bao nhiêu người đàn ông cầm ván lướt sóng đứng trên biển,hai,113846,1
4403,những gì bị khóa đến cột kim loại khi chàng trai trẻ đang chờ tàu vận chuyển hàng loạt,xe đạp,492937,0
4404,những gì bên cạnh dấu hiệu trong tàu điện ngầm,băng ghế,581180,0
4405,màu của cây cầu là gì,màu đỏ,340222,2
4406,những gì đang đứng ngoài nước trong khi những người khác ở trong,con voi,384718,0
4407,con thú nhồi bông nào được treo bên trong cốc cà phê,con mèo,562735,0
4408,bạn vượt qua một chiếc xe buýt thương mại lớn bằng gì,xe đẩy,577036,0
4409,có bao nhiêu quả chuối được xếp trên đĩa theo kiểu bán nguyệt,ba,297764,1
4410,"cái nằm trong hộp bánh rán và hai cái là sô cô la, ba cái tráng men và một cái là viên đá hồng nổi lên",donut,377814,0
4411,điều gì đang nhìn trộm qua một cánh cổng,con chó,486484,0
4412,màu của con chim là gì,màu xanh lá,19151,2
4413,"con mèo bên cửa, cố gắng nhìn dưới cửa đang ở đâu",hành lang,157397,3
4414,xe máy đang hoạt động ở đâu,ga-ra,436856,3
4415,đào tạo tốc độ cao được nhìn thấy ở đâu,trạm,159684,3
4416,người đàn ông không mặc áo nướng là gì,gà,373075,0
4417,người đàn ông cưỡi những gì trên một ngọn đồi phủ tuyết,ván trượt,451714,0
4418,những gì hiện chiếc xe hiển thị tính năng,xe ô tô,349344,0
4419,những gì được trưng bày trong hộp trên kệ,đồng hồ,338327,0
4420,có bao nhiêu con chim đang đậu trên cành cây trụi lá,bốn,284594,1
4421,màu của nhà vệ sinh là gì,màu trắng,324443,2
4422,pizza nhỏ ở đâu,hộp,330451,3
4423,bốn người đàn ông sử dụng gì,dao,421955,0
4424,những gì đang xảy ra tải xe đạp,xe tải,551952,0
4425,người đang ở đâu trong khi mọi người trong tủ quần áo thò tay qua cánh cửa đang mở,giường,14575,3
4426,cặp vợ chồng đang chơi trò chơi điện tử ở đâu,phòng,366897,3
4427,hai đứa trẻ nhỏ nằm ở đâu,giường,14653,3
4428,cầu thủ bóng chày trong một chiếc áo đỏ đang giữ trong một trò chơi là gì,gậy,403675,0
4429,những gì đỗ bên nhà với một cánh cửa màu đỏ,xe đạp,428847,0
4430,những gì đang đi xung quanh cây bút của họ tại sở thú,hươu cao cổ,547858,0
4431,"những gì đứng cạnh nhau, ăn cỏ",ngựa vằn,488030,0
4432,cái gì đang nhìn ra cửa sổ cao,con mèo,346865,0
4433,có bao nhiêu chiếc máy bay lướt qua nhau trên bầu trời,bốn,185579,1
4434,màu của đồng hồ là gì,màu trắng,334491,2
4435,những gì được hiển thị với bộ trộn bên cạnh nó,bếp,552610,0
4436,những gì bị rò rỉ vào bên đi bộ,vòi,431573,0
4437,cái gì đang ngồi trên một cái đĩa,sandwich,438505,0
4438,bồn tắm trắng đang nằm ở đâu,phòng tắm,310532,3
4439,con chó đang ngồi ở đâu,cái ghế,124202,3
4440,màu của xe là gì,màu xanh dương,455198,2
4441,những gì đang giữ một thức uống lành mạnh nằm bên cạnh một quả chuối và một bát granola,hộp,454731,0
4442,có bao nhiêu ô tô dừng lại vào ban đêm,một,274585,1
4443,màu của sàn là gì,màu xám,127921,2
4444,những gì từ từ rơi vào bỏ bê và hư hỏng,nhà ở,544597,0
4445,những gì đang được kiểm tra bởi cơ học máy bay trong một sân bay,máy bay,550055,0
4446,pizza được chứa ở đâu,hộp,570483,3
4447,màu của dấu hiệu là gì,màu xanh dương,126590,2
4448,con hươu cao cổ trẻ đang bú mẹ của nó ở đâu,vườn bách thú,3178,3
4449,người trẻ làm một mánh khóe trượt ván ở đâu,đường phố,181612,3
4450,màu của chiếc ô là gì,màu xanh lá,547348,2
4451,màu của phòng tắm là gì,màu trắng,281713,2
4452,màu của áo là gì,màu tía,108407,2
4453,bàn chải đánh răng ở đâu,ly,165172,3
4454,vài cây cam nhỏ ở đâu,cửa hàng,558748,3
4455,người đàn ông đang giữ một ván trượt tuyết và đứng,ván trượt,439658,0
4456,màu của áo là gì,màu xanh dương,504917,2
4457,bàn với hai màn hình máy tính được nhìn thấy ở đâu,phòng ngủ,397253,3
4458,thước và kéo ở đâu,người giữ,78359,3
4459,cái gì đã bị tuyết bao phủ một nửa,vòi,356181,0
4460,chàng trai và cô gái giúp một người phụ nữ nướng bánh ở đâu,phòng bếp,233642,3
4461,bồn rửa và một tấm gương nằm ở đâu,phòng tắm,406926,3
4462,những gì được đặt trong khu vực rừng,vòi,524502,0
4463,cừu nằm ở đâu trên giường rơm,rào chắn,491958,3
4464,con mèo đang ngồi ở đâu,chậu,371773,3
4465,những gì đang đi qua con đường đất,ngựa rằn,479762,0
4466,cặp vợ chồng đang chơi ở đâu,vườn bách thú,445814,3
4467,những gì chuyến tàu đi qua vùng nông thôn xanh nông thôn,màu cam,440508,0
4468,những gì ngồi trên lưu trữ đứng trên một bãi đá,thuyền buồm,402855,0
4469,người phụ nữ đang ở đâu,tạp dề,107138,3
4470,"hai lò nướng ở đâu, và một trong số chúng đang được sử dụng",quán ăn,189278,3
4471,cái gì đang đi xuống con đường về phía hai biển báo đường phố,xe ô tô,499388,0
4472,có bao nhiêu con hươu cao cổ đang chơi trong cuộc triển lãm hộp cát của chúng,hai,73981,1
4473,những gì chia với topping trái cây và kem đánh,chuối,351057,0
4474,con mèo đang tận hưởng một giấc ngủ ngắn ở đâu,cái ghế,2988,3
4475,những gì ngồi cập cảng gần cầu thang,con thuyền,529774,0
4476,màu của thời gian là gì,màu vàng,479944,2
4477,một vài phụ nữ đứng ở đâu,hồ bơi,553668,3
4478,có bao nhiêu con cừu đứng xung quanh cánh đồng đất rộng lớn,năm,31678,1
4479,điều gì đang vượt qua một dòng sông lớn,cầu,393523,0
4480,cô gái giữ một quả chuối ở đâu,thùng chứa,426422,3
4481,cặp vợ chồng nói chuyện ở đâu,đường phố,419296,3
4482,màu của vali là gì,màu xanh dương,114079,2
4483,ba người đàn ông trong đồng phục quân sự đã cắt gì,bánh,506458,0
4484,màu của chiếc bình là gì,màu xanh lá,26171,2
4485,nhà vệ sinh bẩn màu trắng nằm ở đâu,phòng tắm,479720,3
4486,màu của tủ lạnh là gì,màu xám,334938,2
4487,màu tóc là gì,màu đỏ,454887,2
4488,hai cô gái trẻ ôm nhau ở đâu,phòng bếp,49522,3
4489,cái gì đang bị rỉ sét đậu trên cánh đồng bên cạnh những cái cây,xe tải,434723,0
4490,màu của lọ mứt là gì,màu cam,78695,2
4491,màu của chảo là gì,màu xanh dương,178812,2
4492,hươu cao cổ và ngựa vằn ở đâu,vườn bách thú,110258,3
4493,có bao nhiêu con dê nằm trên một đống đá tại một sở thú,ba,231601,1
4494,màu của con chó là gì,màu đen,314714,2
4495,con gì đang ăn cỏ trên mặt đất,ngựa rằn,581253,0
4496,xe đạp đang đỗ ở đâu,bồn tắm,541571,3
4497,người đàn ông đang sửa một cửa sổ ở đâu,phòng bếp,34212,3
4498,người đàn ông đang đánh răng ở đâu,phòng tắm,242378,3
4499,"ăn tối những gì với bít tết chuẩn bị, bông cải xanh và nấm xào",đĩa ăn,425848,0
4500,cái gì trên sàn với nội dung của nó xung quanh nó,vali,539419,0
4501,có bao nhiêu người cầm ly rượu trên bàn,hai,90569,1
4502,con mèo vàng mặc gì,nón,339738,0
4503,có gì đang trên cỏ,xe máy,478575,0
4504,màu tóc là gì,màu đỏ,456217,2
4505,màu của căn phòng là gì,màu xanh lá,441058,2
4506,xe buýt trường học được phản chiếu ở đâu,gương,22755,3
4507,người phụ nữ đang chải tóc ở đâu,phòng ngủ,297964,3
4508,nơi một số đang đứng là ở đâu,trạm,493252,3
4509,"có bao nhiêu người trượt tuyết đứng cùng nhau trên dốc, với cây cối ở phía sau",hai,222394,1
4510,màu của bầu trời là gì,màu xanh dương,411849,2
4511,màu của áo là gì,màu đỏ,579798,2
4512,người trượt tuyết trên dốc trượt tuyết; có bao nhiêu nằm trên mặt đất,một,176901,1
4513,màu của áo khoác là gì,màu đen,574419,2
4514,cái gì đã kéo vào chiếc xe đẩy đứng trước một ngôi đền,con ngựa,508639,0
4515,màu của bìa là gì,màu xanh dương,94499,2
4516,màu sắc của đồ lót là gì,màu đen,136540,2
4517,cái gì rất cao và có đồng hồ trên đó,tòa nhà,454623,0
4518,ba chàng trai đã mua những gì ở cùng một nơi,đồng hồ,522727,0
4519,nơi tàu điện ngầm rời đi là gì,trạm,568961,0
4520,có bao nhiêu con hươu cao cổ ăn rau xanh trên cánh đồng bên cạnh rất nhiều cây,ba,235522,1
4521,con mèo trắng nằm ở đâu,giường,333241,3
4522,mọi người thích ở đâu,giường,506701,3
4523,màu của lá là gì,màu xanh lá,276634,2
4524,người đang giữ gì,điện thoại,416434,0
4525,màu của xe buýt là gì,màu xanh dương,257044,2
4526,màu của gấu là gì,màu nâu,334373,2
4527,màu sắc của những thứ,màu xanh lá,204420,2
4528,những gì đứng giữa một phòng tắm trắng nguyên sơ,bồn tắm,573993,0
4529,xe máy ở đâu,đường phố,460143,3
4530,màu sắc của bãi đậu xe là gì,màu xám,372390,2
4531,người đó đã chạy nước ở đâu,chậu,312299,3
4532,có bao nhiêu phần tráng miệng trên đĩa với một cái nĩa,bốn,327183,1
4533,màu của chiếc hộp là gì,màu xanh dương,555625,2
4534,một con hươu cao cổ và một con đà điểu sống ở đâu,vườn bách thú,361888,3
4535,ba người phụ nữ mặc những gì tại một sự kiện trà lạ mắt,mũ,536654,0
4536,cái gì chứa đầy nước trong một phòng tắm cũ nát,bồn tắm,525420,0
4537,những gì đang đứng trên sân vào một ngày nắng,con bò,386436,0
4538,những gì giữ một cái gối trong tay,gấu,571678,0
4539,màu của con mèo là gì,màu đen,529188,2
4540,có bao nhiêu quả bóng có bao nhiêu chiếc vợt tennis đang cố gắng đánh trúng,một,423481,1
4541,có bao nhiêu người đàn ông đang chơi trò chơi trên bãi cỏ,năm,432233,1
4542,một số máy bay được trưng bày ở đâu,bảo tàng,163091,3
4543,có bao nhiêu con hươu cao cổ quay đầu với những đám mây ở phía sau,bốn,545278,1
4544,màu của bìa là gì,màu cam,438314,2
4545,màu sắc của chiếc váy là gì,màu đỏ,320660,2
4546,màu của bề mặt là gì,màu trắng,105580,2
4547,những gì đầy hoa trên sàn nhà,lọ cắm hoa,355632,0
4548,người đàn ông cầm một con dơi và mặc những gì,mũ,348469,0
4549,màu của chăn là gì,màu xanh dương,454996,2
4550,hai người ăn một phần những gì trên đĩa với ly rượu,pizza,507887,0
4551,màu của trượt tuyết là gì,màu tía,105600,2
4552,nhà vệ sinh hiện đại nằm ở đâu,phòng tắm,71907,3
4553,có bao nhiêu con ngựa vằn giống hệt nhau đang gặm cỏ trên bãi cỏ xanh,hai,416924,1
4554,"có bao nhiêu chiếc bánh rán với nhiều hương vị, hình dạng và kích cỡ khác nhau",sáu,411182,1
4555,những gì đỗ trên bãi biển với những người trong một chiếc thuyền,xe đạp,388619,0
4556,những gì đi bộ trên bàn gần một cái đĩa,con chim,409088,0
4557,hai giường đơn ở đâu,phòng,48710,3
4558,màu của xe buýt là gì,màu cam,178242,2
4559,ai đó đang chuẩn bị một vài quả chuối ở đâu,bát,158279,3
4560,trên bàn có bánh sinh nhật hình gì,gấu,377368,0
4561,màu của áo là gì,màu đen,143578,2
4562,những gì đang nằm trên nền tuyết phủ đầy tuyết,trượt tuyết,526133,0
4563,những gì có nhà vệ sinh một số ống và một cửa sổ,bồn tắm,568150,0
4564,những gì bên cạnh một vài bản nhạc trống,tàu hỏa,428168,0
4565,con mèo xám nằm cuộn tròn ở đâu,cái rổ,419273,3
4566,có bao nhiêu con cừu đang chạy trên bãi cỏ bên ngoài,ba,503418,1
4567,cái gì đang đỗ trước những chiếc xe khác trên đường phố,xe tải,489358,0
4568,màu của tấm thảm là gì,màu đỏ,327726,2
4569,những gì đi qua bởi những ngôi nhà bờ sông bên cạnh cây,con thuyền,410612,0
4570,những gì đỗ ở bên đường trong một thành phố,xe buýt,412757,0
4571,cái gì đang kéo hai người trên một chiếc xe ngựa trên một con phố,con ngựa,359925,0
4572,con dê nhìn vào đâu trong khi đứng,chuồng,287907,3
4573,có bao nhiêu người trượt tuyết ngồi trên tuyết bên cạnh hai người trượt tuyết đứng đối diện nhau,một,490647,1
4574,hình ảnh hai con chó ở đâu,con thuyền,271576,3
4575,con mèo đang nằm ở đâu,cái ví,553378,3
4576,hai con ngựa nâu đang ăn gì,bãi cỏ,581929,0
4577,chiếc đồng hồ được treo ở đâu,đường phố,510701,3
4578,máy bay chiến đấu cổ điển ở đâu,ga-ra,477029,3
4579,người đàn ông và phụ nữ cắt cái gì,bánh,371854,0
4580,màu sắc của bông hoa là gì,màu trắng,421059,2
4581,những gì đang đi bộ nhìn xuống có thể ăn cỏ,ngựa rằn,539129,0
4582,con lừa vẽ gì khi chở hai người,xe,359925,0
4583,có bao nhiêu đứa trẻ đang nhìn vào máy ảnh trong bộ đồng phục học sinh,hai,338535,1
4584,chuyến tàu đi xuống đường ở đâu,trạm,160433,3
4585,cái gì được treo bằng tai trên dây phơi,gấu,373810,0
4586,những gì hiển thị trên tường phía trên một cái bàn với một máy tính xách tay trên đó,đồng hồ,519598,0
4587,màu của con mèo là gì,màu xám,367836,2
4588,người phụ nữ sấy tóc ở đâu,phòng tắm,362166,3
4589,những gì trong giá đồ chơi,gấu,473919,0
4590,có bao nhiêu vật thể màu trắng sáng bóng gần một chồng sách,hai,310897,1
4591,ai đó giữ những gì bọc trong lá nhôm,sandwich,399377,0
4592,màu của con mèo là gì,màu đen,485044,2
4593,có bao nhiêu con ngựa dự thảo đang làm việc trong một trang trại vào khoảng năm 1932,sáu,564232,1
4594,màu của con ngựa là gì,màu nâu,147735,2
4595,người đàn ông đang đánh răng ở đâu,phòng tắm,503663,3
4596,những gì gắn liền với một con ngựa kéo,con ngựa,548713,0
4597,những gì đang đi bộ trên đồng cỏ,ngựa rằn,371243,0
4598,trường hợp một mặt phẳng nhỏ màu trắng và đỏ,ga-ra,327368,3
4599,nhiều chuối đang được canh tác ở đâu,nhà ở,512948,3
4600,con chó trắng đang ngồi ở đâu,cái ghế,448034,3
4601,cái gì đang đứng cùng nhau trên bãi cỏ dài,con bò,489391,0
4602,hoa hồng được đặt ở đâu,lọ cắm hoa,201299,3
4603,hai nhà vệ sinh được bao phủ bởi túi rác như chúng bị hỏng,phòng tắm,485654,3
4604,màu sắc của các dấu hiệu là gì,màu nâu,229821,2
4605,có bao nhiêu chiếc máy bay lớn bên cạnh một vài chiếc máy bay nhỏ hơn,một,192702,1
4606,màu kem là gì,màu trắng,281959,2
4607,người đàn ông trong công viên đang thả là gì,diều,407868,0
4608,có bao nhiêu người lướt ván trên núi với những cái cây ở đằng xa,bốn,55517,1
4609,người đàn ông đang đi tiểu ở đâu,nhà vệ sinh,218956,3
4610,người phụ nữ đang tìm ở đâu,gương,340321,3
4611,màu của xe là gì,màu xanh dương,420200,2
4612,màu của vẹt là gì,màu xám,44388,2
4613,những gì được neo đậu dưới nước và một số ngọn đồi,con thuyền,517425,0
4614,có bao nhiêu người đang đứng nhìn chiếc bánh với ngọn nến thắp sáng trên đỉnh,bốn,301148,1
4615,màu của bầu trời là gì,màu xanh dương,297843,2
4616,đứa trẻ nhỏ đang ngồi ở đâu,chậu,274758,3
4617,"táo xanh, chanh và cam ở đâu",chậu,56364,3
4618,hai con chó nằm ở đâu,giường,210958,3
4619,những gì được bao phủ bởi chuối cắt lát trên chảo,pizza,567440,0
4620,những gì được trồng bên cạnh tường,cây,396274,0
4621,đâu là hàng chục bánh rán đang nằm ở đâu,hộp,177148,3
4622,những gì đang đi trước một người trên giường,con dê,569849,0
4623,người duy nhất băng qua đường ở đâu,vạch kẻ đường,295328,3
4624,màu của gấu là gì,màu nâu,204806,2
4625,những gì mang lại những kỷ niệm tuyệt vời khi chúng ta hẹn hò,bức ảnh,530500,0
4626,có bao nhiêu con hươu cao cổ vào một ngày nắng đẹp,năm,341075,1
4627,máy bay phản lực jumbo khổng lồ có bao nhiêu động cơ trên mỗi cánh khi nó bay,hai,333371,1
4628,màu của chuối là gì,màu xanh lá,176758,2
4629,những gì trong bình chai bia,bông hoa,400052,0
4630,hai người vẽ màu đỏ ở đâu,phòng tắm,528583,3
4631,con voi con đang đứng ở đâu,vườn bách thú,569582,3
4632,pizza đang nằm ở đâu,hộp,460830,3
4633,điều gì hiển thị các cặp cửa sổ nhỏ với rèm và không có rèm cửa,phòng,441535,0
4634,có bao nhiêu người cố gắng chặn người khác đang ném đĩa ném,một,492171,1
4635,con gì đang đi qua đám cỏ gần bãi đậu xe,con vịt,578703,0
4636,hai con mèo nằm ở đâu,phòng,169634,3
4637,những gì kéo dài lưỡi dài của nó trong khi ngáp,gấu,417465,0
4638,cái gì bên cạnh cái lò sưởi với một cái bình đầy hoa,cái bàn,566012,0
4639,có bao nhiêu máy bay phản lực trong không khí lặn từ cùng một điểm và đang tỏa ra,sáu,433968,1
4640,những gì được đặt trong ghế cao của em bé,gấu,417455,0
4641,có bao nhiêu máy tính nối mạng đang ngồi tại một trạm làm việc,bốn,465825,1
4642,những gì cho thấy con hươu cao cổ nhìn phía sau một chiếc xe hơi,gương,432120,0
4643,cậu bé đã bắt bóng chày bằng gì,găng tay,258544,3
4644,có bao nhiêu mèo tabby ngồi trên giường gần máy tính xách tay hiển thị một bộ phim,ba,310331,1
4645,những gì chứa đầy hai hành lý màu nâu và một con nộm mặc áo sơ mi,phòng,518006,0
4646,một đám đông người đang đứng ở đâu,trang thiết bị,543803,3
4647,màu của tường là gì,màu tía,39913,2
4648,con chó đen và trắng vừa có những gì,dĩa nhựa,369541,0
4649,có bao nhiêu người đàn ông cúi xuống cuối con bò bị trói chân sau,hai,149616,1
4650,xe buýt xanh hai tầng dừng ở đâu,ga-ra,488932,3
4651,màu của cỏ là gì,màu xanh lá,8595,2
4652,hai người đàn ông cầm những chiếc kính tạo dáng chụp ảnh,rượu,418062,0
4653,con mèo ngồi ở đâu trong khi nhìn ra ngoài,chậu,361621,3
4654,những gì dừng lại ở đèn dừng với tháp đồng hồ phía trước,xe ô tô,415413,0
4655,người đang chụp ảnh ở đâu,gương,127301,3
4656,màu của nước ép là gì,màu cam,41818,2
4657,những gì đỗ bên cạnh đồng hồ đỗ xe trước nhà để xe,xe ô tô,471097,0
4658,cô gái trẻ đang diễn xuất ngớ ngẩn ở đâu,phòng,245853,3
4659,người đàn ông chuẩn bị một bữa ăn ở đâu,phòng bếp,480368,3
4660,hướng hoa hướng dương cắm ở đâu,lọ cắm hoa,433389,3
4661,người đàn ông đang chụp gì với một chiếc máy ảnh nhỏ,bức ảnh,340209,0
4662,cái gì đang đậu trong lô,xe buýt,350309,0
4663,cái gì đang đậu ở phía trước của một tòa nhà,xe ô tô,369820,0
4664,hai người mặc những gì trong một nhà bếp,mũ,427341,0
4665,tàu đỏ sáng hướng xuống các đường ray qua những gì,núi,461628,0
4666,có bao nhiêu xe buýt đậu trong hàng trong một bãi đậu xe,sáu,576122,1
4667,trong sân chơi bóng chày bao nhiêu người cầm gậy,một,167337,1
4668,những gì trôi nổi trong kênh nhỏ,con thuyền,444722,0
4669,con cừu được mang lên cái gì,đồi,525155,0
4670,có bao nhiêu người trẻ tuổi đang chuẩn bị ăn một bữa ăn,năm,441462,1
4671,những gì đang ngồi trong hộp,donut,451150,0
4672,hai bông hoa lớn màu tím cắm ở đâu,lọ cắm hoa,555972,3
4673,màu sắc của các mẫu là gì,màu đen,104718,2
4674,những gì đang đội mũ bảo hiểm và ngồi bằng một chiếc xe máy,con chó,472375,0
4675,cái gì đang đỗ bên cạnh đồng hồ đỗ xe trên đường phố,xe ô tô,414882,0
4676,hai con ngựa vằn đang đứng ở đâu,chuồng,576573,3
4677,"người đàn ông, một con chó và một người phụ nữ trên bãi biển",xe lăn,252745,3
4678,cậu bé đang đánh răng ở đâu,phòng tắm,575273,3
4679,nơi phản ánh của một con gấu bông nhỏ,gương,511495,3
4680,có bao nhiêu cái cột với nhiều đèn giao thông trên đó,một,212429,1
4681,có bao nhiêu con hươu cao cổ cao đứng cạnh nhau,hai,480842,1
4682,xe đẩy nằm ở đâu,phòng,309005,3
4683,con thỏ ngồi ở đâu,phòng,508899,3
4684,màu sắc của vật đang cầm là gì,màu xanh lá,185700,2
4685,những gì đang nằm trên chăn trên đỉnh của một chiếc ghế dài,con chó,383448,0
4686,tủ lạnh bằng thép không gỉ ở đâu,phòng bếp,265331,3
4687,người đàn ông đứng ở đâu trước một chiếc máy bay nhỏ,áo vest,268798,3
4688,những gì cắt làm đôi và một thứ tự khoai tây chiên,sandwich,527631,0
4689,bàn máy tính ở đâu trước cửa sổ,văn phòng,116570,3
4690,những gì đang đứng với cây phía sau nó,hươu cao cổ,491481,0
4691,màu của con chó là gì,màu trắng,5782,2
4692,màu của ghế là gì,màu nâu,416440,2
4693,màu của con chó là gì,màu nâu,196346,2
4694,có bao nhiêu ván lướt sóng đang dựa vào bức tường trắng,bốn,153142,1
4695,những chiếc giường được làm gọn gàng trong một phòng ngủ iwth,cửa sổ,388457,0
4696,người đàn ông tạo dáng ở đâu,phòng ngủ,221156,3
4697,đa dạng các loại trái cây nằm ở đâu,hộp,112327,3
4698,người trên ván trượt đi xuống một đoạn đường dốc ở đâu,tòa nhà,133839,3
4699,những gì chuyến tàu đi qua phía đất nước xanh tươi tốt,động cơ,414068,0
4700,những gì nằm trên tường,cây,557884,0
4701,màu của áo là gì,màu xám,232279,2
4702,cái gì đang nhìn trên một bức tường đá ngắn,con ngựa,496081,0
4703,có bao nhiêu chiếc máy bay đang cất cánh và chiếc khác đã sẵn sàng hạ cánh,một,371134,1
4704,người đàn ông lấy gì từ tủ lạnh gần sân tennis,nước,356648,0
4705,ai đó đang giữ một chiếc tivi ở đâu,phòng tắm,316781,3
4706,người phụ nữ và hai em bé bơi ở đâu,hồ bơi,196672,3
4707,con mèo đang thư giãn ở đâu,cái ghế,296161,3
4708,có bao nhiêu người đang giữ một con ngựa đua trên đường đua,ba,255123,1
4709,những gì đang đi xa bến,con thuyền,428856,0
4710,những gì được gắn trực tiếp bên cạnh nhau,con thuyền,519703,0
4711,những gì đang đi trong bụi bẩn,hươu cao cổ,442614,0
4712,có bao nhiêu con hươu cao cổ đang ở trong một cái bao vây dưới một số cây,ba,98326,1
4713,ăn thức ăn trong máng là gì,cừu,434089,0
4714,có bao nhiêu đĩa pizza ngồi trên đỉnh bàn gỗ,bốn,510564,1
4715,những gì chứa đầy những chiếc xe đang được thúc đẩy,xa lộ,568687,0
4716,", người cũng có những gì",chiếc ô,389258,0
4717,hai thanh niên đứng trên một dòng sông,con voi,569379,0
4718,những gì được lật mở và có bảng chìa khóa,điện thoại,493424,0
4719,người đàn ông chụp ảnh ở đâu,gương,422375,3
4720,"những gì có bức tường màu vàng, lò sưởi màu đen với chiếc ghế làm tâm điểm",phòng,566012,0
4721,màu của phòng tắm là gì,màu vàng,88603,2
4722,người đang quan sát trên bức tường đá có bao nhiêu con hươu cao cổ,ba,208003,1
4723,cái gì trong bát màu xanh lá cây,rau xà lách,566687,0
4724,những gì đỗ trong khu vực cỏ,xe buýt,479556,0
4725,màu của xe buýt là gì,màu vàng,149598,2
4726,con mèo đang nằm ở đâu,cái ghế,477137,3
4727,hai người phụ nữ đứng cạnh nhau ở đâu,phòng,160102,3
4728,có bao nhiêu người đang đi trên đường dưới một chiếc ô màu vàng,hai,572362,1
4729,những gì nằm trên cánh đồng đồi núi đầy đá,con cừu,379156,0
4730,đây là những con ngựa kéo những gì từ nước,xe,397135,0
4731,nhà vệ sinh là một bồn rửa và một chiếc khăn và giấy vệ sinh,buồng,397327,0
4732,có bao nhiêu người đàn ông trong một phòng khách ấm cúng đang chơi trò chơi điện tử,hai,215982,1
4733,cái gì trong ghế cao màu xanh,gấu,417455,0
4734,màu của vali là gì,màu tía,180713,2
4735,người đàn ông đáng sợ đang ở đâu tự ích kỷ,gương,218368,3
4736,có bao nhiêu con ngựa vằn đang chơi trên một số cỏ xanh và nâu,ba,481723,1
4737,màu của nước ép là gì,màu cam,251503,2
4738,ô tô đậu trên cây đô thị có bao nhiêu làn đường,ba,352410,1
4739,màu của nón là gì,màu cam,443188,2
4740,màu của xe tải nhỏ là gì,màu cam,393412,2
4741,những gì đang đứng bên dưới cây nghiêng,con bò,512648,0
4742,những gì nằm bên ngoài cửa kính ai đó,con chim,538976,0
4743,những gì bạn có thể nhìn xuyên qua cửa sổ bên cạnh giường,cây,415619,0
4744,bánh ở đâu trên giá kim loại,phòng bếp,548377,3
4745,người đàn ông đeo kính đang nấu một con gà ở đâu,lò vi sóng,243304,3
4746,con chó lớn cuộn tròn ở đâu,giường,168769,3
4747,cái gì đứng cạnh biển báo đường phố đang chăn thả gia súc,con ngựa,369849,0
4748,có bao nhiêu người mặc đồ tuyết cầm ván trượt vào ban đêm,năm,265023,1
4749,có bao nhiêu người đàn ông đang ngồi trên một chiếc ghế dài trong công viên,hai,360179,1
4750,cái gì trên và quầy trong bếp,bếp,552610,0
4751,màu của gấu bông là gì,màu nâu,288846,2
4752,hai chậu thời trang cũ đang đứng ở đâu,phòng tắm,199628,3
4753,điều gì tương tác với nhau trong một dòng vườn thú,gấu,419604,0
4754,"những gì đã làm dài, gạch đỏ được gắn dọc theo một kênh lót nhà",con thuyền,434192,0
4755,người uống một ly rượu ở đâu,quán bar,319430,3
4756,có bao nhiêu người đang ngồi trên ghế dài bên ngoài tòa nhà,sáu,394554,1
4757,con chó đang nghiêng về phía cửa sổ của một chiếc xe được phản chiếu ở đâu,gương,494190,3
4758,có bao nhiêu con chó nhỏ là các giống và màu sắc khác nhau,bốn,79021,1
4759,hai người đi xe buýt ở đâu,đường phố,419815,3
4760,màu của gấu bông là gì,màu tía,55389,2
4761,có bao nhiêu con gấu bắc cực đang cố gắng vượt qua một con khác trong trò chơi đấu vật dưới nước,một,400299,1
4762,có gì ôm nhau ở đây,hươu cao cổ,460126,0
4763,có bao nhiêu ván lướt sóng đang ngồi trên cánh đồng xanh,năm,273352,1
4764,đám đông đi bộ ở đâu,đường phố,519136,3
4765,nhiều người đứng sau một rào cản trào chắn,bảng,551906,0
4766,hươu cao cổ và ngựa vằn ở đâu,chuồng,355740,3
4767,con mèo lớn nằm ở đâu,cái rổ,419273,3
4768,cái gì đang ngồi ở phía sau của một chiếc xe bán tải,con chó,382717,0
4769,màu sắc của người đàn ông là gì,màu xám,330208,2
4770,bộ giày cao gót ở đâu,cái túi,249315,3
4771,những con cừu đang quấn lấy nhau ở đâu,chuồng,30163,3
4772,xe máy đỗ ở đâu,ga-ra,27616,3
4773,nhiếp ảnh gia mặc gì,chiếc ô,409331,0
4774,mái vòm cao của vận động viên trượt ván ở đâu,đường bộ,277852,3
4775,những gì đang đậu cạnh nhau,xe máy,359451,0
4776,có bao nhiêu chiếc giường chưa được dọn sẵn với một cái tủ đầu giường giữa chúng,hai,363217,1
4777,con vịt nhiều màu được phản chiếu ở đâu,cửa sổ,354692,3
4778,người đàn ông mặc những gì đang nhảy trên ván trượt của mình,áo sơ mi,477906,0
4779,đống hộp đựng dụng cụ được cất giữ ở đâu,phòng,78880,3
4780,"tính năng phòng tắm bẩn với ghế màu xanh, bồn tắm và giỏ giấy thải",nhà vệ sinh,552074,0
4781,người đàn ông đang bay trên bãi biển là gì,diều,382345,0
4782,màu của bề mặt là gì,màu đen,487837,2
4783,những gì nằm bên ngoài một ngôi nhà,nhà vệ sinh,374984,0
4784,màu của đàn con là gì,màu đen,138456,2
4785,người phụ nữ và con chó của cô ấy ngồi ở đâu,cái ghế,504293,3
4786,chó nâu ngớ ngẩn mặc gì,kính râm,569729,0
4787,người phụ nữ đánh đồng hồ báo thức ở đâu,giường,319104,3
