,question,answer,img_id,type
5113,những gì đang nằm gần một chiếc bình và hai ngọn nến,con mèo,498716,0
5114,hai con ngựa vằn ăn những gì nhau trong một khu vực mở,bãi cỏ,392260,0
5115,màu sắc của chiếc váy là gì,màu tía,466615,2
5116,những gì nằm ở phía trước của một tòa nhà,xe tải,478386,0
5117,một con gấu bông khổng lồ ở đâu,cái ghế,307020,3
5118,mèo con ngủ trưa ở đâu,cái ví,115311,3
5119,những gì đang bay trên bãi biển sỏi khi mọi người tụ tập trên bờ,diều,535307,0
5120,màu của con chó là gì,màu xám,542165,2
5121,chiếc máy bay màu trắng và xám đã cập bến ở đâu,sân bay,165855,3
5122,có bao nhiêu người đang chơi trong trận đấu đôi tennis,bốn,427901,1
5123,những gì ngồi trong sled trong tuyết giả,gấu,537802,0
5124,cặp chó nhìn qua một tấm kính bị cấm là gì,cửa,335099,0
5125,màu của con chim là gì,màu xám,360975,2
5126,bức hình ảnh của góc bồn rửa trong phòng tắm có cửa phản chiếu ở đâu,gương,126317,3
5127,một con mèo tabby cam nghỉ ở đâu,chậu,41103,3
5128,nhóm sinh viên trẻ ăn trưa ở đâu,lớp học,108238,3
5129,cái gì trong chuồng đứng cạnh nhau,con cừu,379584,0
5130,cái gì đang ngậm một con thằn lằn xám trong miệng,con vẹt,371256,0
5131,cái gì đang ngồi trên máy tính xách tay,con mèo,446352,0
5132,cái gì đang nhìn vào cây trên mặt đất,ngựa vằn,557220,0
5133,bàn chải và nhà vệ sinh ở đâu,phòng tắm,133791,3
5134,những gì đang di chuyển xuống đường ray,tàu hỏa,508041,0
5135,băng ghế dự bị ở đâu nhìn ra một ao nhân tạo,sân vườn,304079,3
5136,những gì lên dốc trên đường mòn phủ tuyết,trượt tuyết,443065,0
5137,màu của áo khoác là gì,màu tía,169779,2
5138,"những gì chứa đầy những lát cam, quả việt quất và quả mâm xôi",cái lọ,344222,0
5139,màu của băng là gì,màu vàng,127454,2
5140,chuyến tàu dừng ở đâu,trạm,64751,3
5141,người đàn ông đi tiểu ở đâu,nhà vệ sinh,387121,3
5142,những gì đang nằm trong trang trại,bò,578493,0
5143,cái gì còn thừa trên đĩa,pizza,359239,0
5144,người đi bộ xuyên tuyết ở đâu,trượt tuyết,96653,3
5145,có bao nhiêu kệ đĩa dvd và video ở hai bên của chiếc tivi này,hai,434371,1
5146,màu của viên đạn là gì,màu vàng,557648,2
5147,màu của chiếc ô là gì,màu tía,229544,2
5148,màu sắc của thung lũng là gì,màu xanh lá,209851,2
5149,màu sắc của bông hoa là gì,màu tía,521769,2
5150,"những gì chứa đầy bàn làm việc, tv và màn hình chiếu",lớp học,373170,0
5151,những gì đã kéo với một bên của đậu nướng,sandwich,479858,0
5152,những gì đang nằm trên bàn trong khi ai đó giữ một cặp kính mắt mới lạ trên mặt,con mèo,549649,0
5153,một tòa nhà mái vòm nằm ở đâu,đường phố,347042,3
5154,những gì xếp chồng lên nhau trên hộp,vali,421681,0
5155,"kỳ lạ, có bao nhiêu biển báo trên một ngọn đồi cách xa dòng xe cộ",bốn,169589,1
5156,có bao nhiêu con voi đang đi bên cạnh một bức tường đá có cây sơn trên đó,hai,232618,1
5157,những gì đang đứng cùng nhau bên ngoài con đường đất,ngựa vằn,372161,0
5158,giường đang ngồi ở đâu,phòng ngủ,80159,3
5159,"những gì được hiển thị ở quầy trái cây bao gồm chuối, cam, táo và anh đào",rau,560256,0
5160,có bao nhiêu xe tải đậu thành hàng trên đường phố,ba,434991,1
5161,có bao nhiêu hình ảnh chiếu cùng một chiếc tivi với những thứ khác nhau trên màn hình,sáu,224699,1
5162,có bao nhiêu xúc xích phủ đầy phô mai và cà chua trong một thùng carton,hai,146979,1
5163,màu của thùng là gì,màu xanh dương,186646,2
5164,những bước ra từ phía sau bàn chải,con voi,534151,0
5165,có bao nhiêu người đang đứng trong bãi đậu xe mỉm cười để chụp ảnh,ba,117037,1
5166,vài người đi đâu,xe tải,31882,3
5167,cái gì đang đỗ trong bụi bẩn bên cạnh cây,xe tải,475042,0
5168,có bao nhiêu người đàn ông đang ngồi dưới ô trên vỉa hè,hai,40083,1
5169,màu của cà vạt là gì,màu đỏ,102281,2
5170,có bao nhiêu người trẻ tuổi đang chuẩn bị ăn một bữa ăn,năm,441462,1
5171,những con ngựa vằn nằm ở đâu,vườn bách thú,442793,3
5172,"những gì đi qua cây cầu, dưới một vòm",xe buýt,420710,0
5173,con mèo xám đã cuộn tròn ở đâu,cái rổ,419273,3
5174,có bao nhiêu người đàn ông đang làm khuôn mặt buồn cười trong khi một người đàn ông khác cười,một,246084,1
5175,người phụ nữ đang sử dụng ipad ở đâu,giường,377850,3
5176,màu sắc của kéo là gì,màu cam,528161,2
5177,tòa nhà hai tầng màu trắng bên cạnh một tòa nhà màu nâu cái gì,khung,368884,0
5178,cái đĩa nhựa tách rời đang giữ cái gì,bữa trưa,368581,0
5179,người đàn ông trẻ tuổi đang mặc gì khi ném đĩa ném,áo sơ mi,572900,0
5180,màu của ghế là gì,màu xanh dương,456678,2
5181,những gì được hiển thị trên cánh đồng với cỏ ngắn,con bò,344897,0
5182,cái gì đang ngồi trên băng ghế gần cái cây,con chim,352936,0
5183,cái bát gì có hình những bông hoa trắng và xanh trong đó,lọ cắm hoa,467951,0
5184,những gì đang đứng trên góc phố,con bò,334555,0
5185,những gì đang ngồi trên bàn và được bật,laptop,385641,0
5186,người phụ nữ lớn tuổi rán donuts ở đâu,chảo,487349,3
5187,những gì bên cạnh những con voi khác,con voi,488368,0
5188,những gì dừng lại ở bên cạnh một vài người đàn ông,xe buýt,402967,0
5189,người đàn ông thắt chặt cà vạt ở đâu,gương,456309,3
5190,những gì đang đi bên cạnh một con ngựa vằn bên ngoài,hươu cao cổ,494679,0
5191,người giữ máy sấy tóc ở đâu,phòng tắm,257169,3
5192,màu của cửa là gì,màu nâu,415335,2
5193,có bao nhiêu người đang ngồi vào bàn với máy tính xách tay và ly nước giải khát,bốn,180778,1
5194,cái gì được gắn vào cái cực,xe đạp,370208,0
5195,những gì đang ngồi trên đường ray tàu và gắn vào xe trước nó,xe ô tô,434279,0
5196,những gì thậm chí có thể được sử dụng trong khi trên giường,laptop,477474,0
5197,màu sắc của boong tàu là gì,màu tía,159567,2
5198,"những gì đang đi bộ, đường phố trong khi những người ngồi trên lề đường đang xem",con ngựa,391829,0
5199,người phụ nữ đeo kính bảo vệ tai đu cái gì,gậy,495985,0
5200,những gì bên cạnh một bức tường trắng và cánh cửa màu xanh tươi sáng,con bò,545958,0
5201,"những gì chứa đầy trái cây, rau và đồ nhúng nằm trên đỉnh của một cái bàn",đĩa,478155,0
5202,thứ gì đang cọ xát trên cây bên cạnh hai con hươu cao cổ,hươu cao cổ,355860,0
5203,những gì được tổ chức tốt với nguồn cung cấp,cái bàn,488201,0
5204,màu của bàn là gì,màu nâu,123646,2
5205,màu của cửa là gì,màu xanh dương,12107,2
5206,người đàn ông mang cái gì trên bãi biển có sóng,ván lướt sóng,352027,0
5207,có bao nhiêu người đàn ông dưới nước cầm một tấm ván lướt sóng,một,253477,1
5208,những gì nghiêng đi một bên khi nó chìm xuống sông,con thuyền,545924,0
5209,chăn thả trên cỏ trong cánh đồng này là gì,ngựa rằn,423810,0
5210,màu của con ngựa là gì,màu nâu,260276,2
5211,những gì gắn liền với một tòa nhà thành phố cổ,đồng hồ,563731,0
5212,màu của phòng tắm là gì,màu nâu,392537,2
5213,màu của phòng tắm là gì,màu trắng,332427,2
5214,có bao nhiêu cậu bé đang đá quả bóng trong khi một cậu bé khác đang bảo vệ cậu ấy,một,54295,1
5215,người phụ nữ giữ điện thoại để cô ấy có thể xem nó,điện thoại,510861,0
5216,có bao nhiêu con cừu ngoài đồng đang ăn rơm,năm,31678,1
5217,đàn ông có thể xem đồng thời bao nhiêu chiếc ti vi khác nhau,bốn,496053,1
5218,những gì đi bộ qua một cá sấu gần một lỗ tưới nước,ngựa rằn,490749,0
5219,có bao nhiêu người đàn ông đang cùng nhau nhảy bắt đĩa bay,bốn,339384,1
5220,những gì đang nằm lộn ngược với hai tay cầm dao mở một phần của lưng,máy vi tính,447611,0
5221,cái gì đang ngồi trên bàn,laptop,385641,0
5222,thứ gì được phủ bằng xúc xích ô liu và cà chua,pizza,340015,0
5223,con voi chỉ những gì vào một cô gái,thân cây,513724,0
5224,có bao nhiêu phụ nữ ở các đội khác nhau đang chạy cho một quả bóng trong một trận đấu,hai,395742,1
5225,trên đĩa có bánh mì tròn có bánh rán nào,sô cô la,399516,0
5226,ba người phụ nữ đang làm một số thực phẩm ở đâu,phòng bếp,571653,3
5227,có bao nhiêu nhà vệ sinh vỡ thành nhiều mảnh ở giữa hai nhà vệ sinh khác trong một bãi cỏ gần vỉa hè,một,543182,1
5228,có bao nhiêu hình ảnh khác nhau một chiếc bánh và một chiếc bánh,bốn,577176,1
5229,có bao nhiêu ván trượt tuyết được dựa trên tuyết trên một đường ray,sáu,201,1
5230,lọ hoa nằm ở cạnh cái gì,bát,127035,3
5231,màu sắc của các phân khúc là gì,màu cam,85902,2
5232,những gì đang bay thấp trong khi bốn người khác bay trong sự hình thành ở trên,máy bay,393858,0
5233,có bao nhiêu con gấu bông trắng đang ngồi cạnh nhau,hai,515006,1
5234,bàn ăn có bao nhiêu đứa trẻ ngồi với đĩa trước mặt chúng,ba,115018,1
5235,những gì sơn màu xanh với bồn rửa lộn xộn,phòng tắm,441473,0
5236,bàn ghế ngồi ở đâu,sân vườn,371402,3
5237,màu của xe máy là gì,màu vàng,324455,2
5238,những gì đang đi xuống một con đường lót với các tòa nhà cao tầng,xe lửa,415530,0
5239,chuối cũ ở đâu,bát,168454,3
5240,có bao nhiêu người đang đi trên đường dưới một chiếc ô màu vàng,hai,572362,1
5241,có bao nhiêu người trên bãi biển đang cưỡi ngựa,sáu,432410,1
5242,con gấu bông đang ôm cái gì,máy ảnh,379101,0
5243,con mèo xám và trắng đang ở đâu,cái ghế,523571,3
5244,những gì đang đi xuống các dấu vết thông qua một cánh đồng,tàu hỏa,451046,0
5245,màu của mặt phẳng là gì,màu vàng,507276,2
5246,màu sắc của thành phố là gì,màu vàng,49254,2
5247,người đàn ông đứng ở đâu,phòng bếp,521218,3
5248,những gì đỗ trong lô,xe buýt,394275,0
5249,những bông hoa ở đâu,lọ cắm hoa,432583,3
5250,có bao nhiêu con hươu cao cổ đang vươn tay để ăn thức ăn từ,ba,518664,1
5251,những gì đang ngồi cạnh nhau trên bàn bên cạnh khăn ăn màu trắng,chuối,543696,0
5252,những gì được thiết lập với ga tàu,động cơ,528404,0
5253,màu của gối là gì,màu đen,101895,2
5254,có bao nhiêu hình ảnh phụ nữ đang ngồi trên bàn với đĩa thức ăn trước mặt,bốn,212672,1
5255,người chơi bóng chày đu quay gì ở một quả bóng chày đang đến gần,gậy,390401,0
5256,màu của chất lỏng là gì,màu đỏ,430711,2
5257,cậu bé đang đánh răng ở đâu,gương,1790,3
5258,người đàn ông không mặc áo nướng là gì,gà,373075,0
5259,cái gì bên cạnh bức tường màu vàng,vòi,348648,0
5260,điều gì đang nhìn trộm qua một cánh cổng,con chó,486484,0
5261,cái gì trên đường phố gần cây bụi,xe buýt,533107,0
5262,những người đứng tiểu xếp hàng ở đâu,nhà vệ sinh,235168,3
5263,nhà vệ sinh ở đâu,phòng tắm,83252,3
5264,có bao nhiêu máy bay chiến đấu được thành lập trong một cuộc triển lãm,bảy,206001,1
5265,có bao nhiêu người trên lưng ngựa xếp hàng thành một hàng,mười,341241,1
5266,những gì được rào lại trước một khu phố,xe tải,450404,0
5267,những gì cập cảng ở bến cảng lúc hoàng hôn,con thuyền,400547,0
5268,màu của dấu hiệu là gì,màu đỏ,203920,2
5269,những gì chứa bánh rán và một tách cà phê,cái mâm,571847,0
5270,màu của đối tượng là gì,màu xanh dương,402980,2
5271,có bao nhiêu đứa trẻ đang ăn trong khi đứa khác đang nhìn thẳng,một,150037,1
5272,màu của tòa nhà là gì,màu trắng,483806,2
5273,những gì đang đi trên bãi biển,con bò,525665,0
5274,màu của thằn lằn là gì,màu xanh lá,266310,2
5275,có bao nhiêu quả chuối được xếp trên đĩa theo kiểu bán nguyệt,ba,297764,1
5276,một chiếc bánh sandwich đã cắt được đặt ở đâu,thùng chứa,76877,3
5277,màu sắc của trang phục là gì,màu xanh lá,279457,2
5278,những gì đang theo dõi con voi lớn,con voi,521288,0
5279,khuôn mặt của một người phụ nữ trong kính râm phản chiếu,gương,207775,3
5280,người đàn ông đang cắt bông cải xanh để đặt ở đâu,chảo,129563,3
5281,chuyến tàu thổi khói vào không khí,tàu,434022,0
5282,màu của bảng là gì,màu vàng,250848,2
5283,những gì nép mình vào cuốn sách trên sàn nhà,con chó,546792,0
5284,màu của lá là gì,màu xanh lá,322,2
5285,những gì được phủ bằng rỉ sét,tàu hỏa,434279,0
5286,cái gì đang bên cạnh một máy rửa chén,tủ đông,499480,0
5287,thứ gì được tách ra từ nhà vệ sinh trong phòng tắm,nước tiểu,535643,0
5288,những gì được hiển thị trong cửa sổ của một chuồng,con ngựa,432016,0
5289,đồng hồ nằm ở đâu,tòa tháp,137777,3
5290,phòng khách rộng lớn được bố trí trang nhã ở đâu,nhà ở,236604,3
5291,những bông hoa đầy màu sắc ở đâu,lọ cắm hoa,474224,3
5292,những gì đang ngồi trong hộp hành lý,gấu,535579,0
5293,màu của lá là gì,màu xanh lá,459959,2
5294,phòng tắm có bao nhiêu bồn tiểu trên tường,năm,541301,1
5295,cái gì đậu bên cạnh một số tòa nhà,xe ô tô,366179,0
5296,màu của xe máy là gì,màu đỏ,5256,2
5297,"những gì được bật lên máy tính để bàn, trên bàn với các thiết bị khác",máy vi tính,489645,0
5298,màu của ánh sáng là gì,màu xanh lá,411792,2
5299,những gì chống đỡ trên bãi biển đông đúc,con thuyền,461016,0
5300,màu của băng ghế là gì,màu xanh lá,184190,2
5301,điều gì thu nhận ánh sáng vào phòng khách,cửa sổ,364470,0
5302,màu của chiếc bình là gì,màu xanh dương,144475,2
5303,người phụ nữ đang làm việc ở đâu,phòng bếp,368474,3
5304,những gì nằm bên cạnh ví thay đổi móc nhỏ,điện thoại,384335,0
5305,những gì xung quanh con voi con,con voi,561938,0
5306,cái gì bên trong một chiếc ví màu nâu,con mèo,352549,0
5307,màu của cái vợt là gì,màu trắng,351888,2
5308,màu của chiếc xe là gì,màu xám,272040,2
5309,xe tải đỏ đang ở đâu,đường phố,389183,3
5310,màu sắc của đôi giày là gì,màu đỏ,280866,2
5311,pizza bên cạnh cánh gà ở đâu,hộp,365841,3
5312,con mèo xám đang ngồi ở đâu,bát,350727,3
5313,có bao nhiêu màn hình hiển thị hai cặp cánh độc đáo,hai,56960,1
5314,hai người đi xe đạp và xe đạp của họ phản chiếu qua đâu,gương,565447,3
5315,hộp bánh rán được trang trí ở đâu,hộp,75362,3
5316,trên bàn có bao nhiêu xúc xích ngập trong lớp phủ cùng với khoai tây chiên phô mai,năm,273887,1
5317,hai con gấu bông ngồi ở đâu,cái ghế,554534,3
5318,người phụ nữ trẻ treo áp phích ở đâu,phòng bếp,531967,3
5319,những gì nằm ở phía trước một hàng rào và một cánh đồng cỏ,băng ghế,461007,0
5320,cậu bé đang kéo cái gì bằng tay cầm,vali,358024,0
5321,lò vi sóng gắn ở đâu,buồng,457638,3
5322,cái gì đang ngồi trên đường đi bộ bên thành phố gãi ngứa,con chó,351351,0
5323,bình hoa của hoa ở đâu,cửa sổ,81431,3
5324,màu của chiếc bình là gì,màu đen,51124,2
5325,màu của bầu trời là gì,màu xanh dương,66005,2
5326,có bao nhiêu người đang ngồi trên băng ghế để chiêm ngưỡng nước,ba,393630,1
5327,"những gì chủ yếu là màu bạc, một lối đi chéo có thể được nhìn thấy trong nền",vòi,492163,0
5328,con mèo đang nằm ở đâu,chậu,84881,3
5329,những gì đỗ ở bên đường,xe máy,532671,0
5330,màu của con chó là gì,màu đen,107716,2
5331,màu của băng ghế là gì,màu đỏ,4571,2
5332,màu của máy kéo là gì,màu đỏ,345167,2
5333,cái gì đang ngồi trên đỉnh tổ,con chim,383033,0
5334,một số thực phẩm nướng ở đâu,món ăn,311228,3
5335,người phụ nữ được điều chỉnh gì trong thành phố,cà vạt,450075,0
5336,ghế được gấp lại ở đâu,phương tiện giao thông,477061,3
5337,những bông hoa nằm ở đâu,lọ cắm hoa,398270,3
5338,biển báo dừng được phản chiếu ở đâu,gương,285019,3
5339,cái gì đang đỗ ở bên đường,xe máy,473936,0
5340,điều gì sắp cất cánh từ nhà ga,máy bay,503292,0
5341,có bao nhiêu người đang ngồi trong bàn ăn và cười,bốn,353435,1
5342,một số người đi xe đạp ở đâu,đường phố,21528,3
5343,máy bay trực thăng lớn ở đâu trong khi máy bay lớn ở bên ngoài,ga-ra,302481,3
5344,màu của cái bình là gì,màu tía,201273,2
5345,người phụ nữ đang nhìn và đánh răng ở đâu,gương,340321,3
5346,thứ bắt được ở đâu,ảnh chụp,578964,3
5347,cái gì đang ngồi trên máy tính xách tay,con mèo,568508,0
5348,cái gì đậu trên phố vào ban đêm gần một số tòa nhà,xe ô tô,372316,0
5349,màu của con chó là gì,màu trắng,321567,2
5350,người đàn ông cầm ba lô đứng cạnh một người đàn ông mặc gì,bộ đồ,502327,0
5351,cửa sổ của tòa nhà thành phố phản ánh trong nền; đèn giao thông nằm ở phía trước,các tòa nhà,447842,0
5352,con chó đang cưỡi ngựa ở đâu trong khi treo đầu ra khỏi cửa sổ,xe ô tô,26645,3
5353,bao nhiêu con ngựa nằm xuống trong khi một con khác đứng gần đó trên một bãi cát ven biển,một,33649,1
5354,cái gì nằm trong chảo phía trên cho rau cắt nhỏ,gà tây,345137,0
5355,những chiếc bánh được trang trí gọi là gì,cupcake,563261,0
5356,"tính năng phòng tắm bẩn với ghế màu xanh, bồn tắm và giỏ giấy thải",nhà vệ sinh,552074,0
5357,máy chà nhà vệ sinh ở đâu,chuồng,302185,3
5358,những gì đỗ bên cạnh cây trên đường ray,xe ô tô,572303,0
5359,có bao nhiêu người cưỡi ngựa qua cỏ cao,bốn,556758,1
5360,sự phản chiếu của một đuôi động vật nhìn thấy ở đâu,gương,481398,3
5361,cái gì đang đỗ tại ga tàu,xe ô tô,418533,0
5362,màu của chiếc mũ là gì,màu nâu,458935,2
5363,màu của áo khoác là gì,màu xanh dương,247422,2
5364,con linh dương đang ăn gì ở giữa hai con ngựa vằn,bãi cỏ,516316,0
5365,có bao nhiêu bản sao của bức ảnh này về cùng một trụ cứu hỏa,bốn,59108,1
5366,xe tải với một cây đàn guitar ở đâu,đường đi bộ,362067,3
5367,đi bộ ở đâu với một chiếc khăn treo trên bên đó,vòi hoa sen,212082,3
5368,những gì trên đường băng sân bay,máy bay,539808,0
5369,màu của xe buýt là gì,màu đỏ,540848,2
5370,cặp xúc xích ở đâu,cái rổ,429335,3
5371,con mèo đang nhìn ở đâu,gương,365205,3
5372,những gì nằm trên cỏ bên ngoài,con mèo,389969,0
5373,những gì đỗ ở phía trước một tòa nhà gạch đỏ,xe máy,549399,0
5374,có bao nhiêu hình ảnh về các mặt hàng thực phẩm khác nhau,sáu,58796,1
5375,chuyến tàu đi xuống đường ray xe lửa là gì,các tòa nhà,372070,0
5376,có bao nhiêu người đàn ông trên ngựa và mặc đồng phục đang cầm cờ mỹ,bốn,347511,1
5377,poster của một người đàn ông với ván trượt tuyết ở đâu,cửa sổ,477671,3
5378,sự phù hợp hoàn hảo cho chiều cao của anh ấy là gì,ván lướt sóng,522163,0
5379,những gì được lật,điện thoại,435309,0
5380,những gì đang đứng bên cạnh con ếch và một con búp bê nhồi bông,gấu,468363,0
5381,cậu bé đang đánh răng ở đâu,phòng tắm,575273,3
5382,cậu bé đang ăn bánh ngọt ở đâu,cửa hàng,508281,3
5383,những gì đang ngồi trên đại dương không di chuyển,con thuyền,397483,0
5384,có bao nhiêu chiếc vali ngồi với tay cầm trên một chiếc thuyền,hai,388569,1
5385,có bao nhiêu nam thanh niên tại giải ném đĩa bay đang tạo dáng chụp ảnh,bốn,342049,1
5386,người phụ nữ đang cưỡi ngựa là gì,con ngựa,553990,0
5387,màu của container là gì,màu đỏ,169878,2
5388,có bao nhiêu điều khiển từ xa được đặt cùng nhau trên những quả bóng nhiều màu sắc,năm,334109,1
5389,những gì đang lái xe xuống một lối đi phủ đá,xe buýt,568290,0
5390,những gì đang cho một con bò trên đồng cỏ,bắp chân,526706,0
5391,gương chiếu hậu phản chiếu một con chó ở đâu,xe ô tô,495850,3
5392,màu của chiếc tàu là gì,màu tía,517395,2
5393,cái gì đang nhìn qua song sắt của cây bút,con voi,472349,0
5394,người đàn ông và phụ nữ đặt những gì lại với nhau,ván lướt sóng,473754,0
5395,những gì ngồi trên cỏ của một cánh đồng,con cừu,575403,0
5396,hai chiếc vali màu đen mở và là gì,cái túi,446603,0
5397,công nhân đứng ở đâu bên cạnh đào tạo,áo vest,96463,3
5398,những gì nguệch ngoạc với tranh sơn tường trong một khu vực đô thị,cửa ra vào,551170,0
5399,con mèo kiểm tra những gì,cái túi,561393,0
5400,những gì đang được cạo bằng kéo,con cừu,500477,0
5401,có bao nhiêu đoàn tàu đậu cạnh nhau trên đường ray,hai,312692,1
5402,những gì đang ngồi dưới những tòa nhà cao tầng neon,băng ghế,403907,0
5403,những gì người lướt sóng dùng để cưởi,diều,578655,0
5404,màu của diều là gì,màu xanh dương,476431,2
5405,màu của xe buýt là gì,màu vàng,395314,2
5406,những gì lây lan cánh của nó giữa các chi cây,con chim,498381,0
5407,cái gì đang đỗ trên đường trước một chiếc xe hơi,xe tay ga,567171,0
5408,những gì kéo lên đến nhà ga trong một thành phố,tàu hỏa,452461,0
5409,những gì đang đi trên đường ray,tàu hỏa,565331,0
5410,màu của con mèo là gì,màu nâu,198561,2
5411,những gì nằm ở trong công viên,vali,572665,0
5412,những gì đang đứng bên đường,con ngựa,514248,0
5413,màu của chiếc ô là gì,màu vàng,457016,2
5414,màu của xe là gì,màu xám,367724,2
5415,ăn thức ăn cho mèo từ món ăn của nó là gì,con mèo,437556,0
5416,những gì dùng để trang trí bánh cupcake,chiếc ô,563261,0
5417,màu của đối tượng là gì,màu xanh dương,541797,2
5418,những gì đang chờ tàu đi qua trong một giao lộ thành phố,xe ô tô,546687,0
5419,ba người đàn ông đang làm việc và thu thập chuối ở đâu,cửa tiệm,283329,3
5420,phòng tắm với gương lớn ở đâu,vòi hoa sen,361638,3
5421,điều gì đang hiển thị hai đồng hồ,tòa nhà,547440,0
5422,hai nơi tạo nên giường đôi ở đâu,phòng,563656,3
5423,con mèo đang ngồi ở đâu,nhà vệ sinh,518156,3
5424,màu của bếp là gì,màu đen,481598,2
5425,màu của xe buýt là gì,màu xanh dương,8836,2
5426,màu của điện thoại là gì,màu đỏ,154916,2
5427,những gì trên đường ray xe lửa gần một cụm tòa nhà nhỏ,tàu hỏa,461628,0
5428,màu của gấu là gì,màu nâu,362365,2
5429,du khách nam đang ở đâu,sân bay,365309,3
5430,những gì đậu trên đá trắng,con chim,497117,0
5431,màu của mặt phẳng là gì,màu xám,72126,2
5432,tủ đông lạnh trắng đang ở đâu,phòng bếp,557227,3
5433,màu của trượt tuyết là gì,màu tía,105600,2
5434,màu của lát là gì,màu xanh lá,10303,2
5435,cô gái trẻ ngủ ở đâu,giường,208082,3
5436,màu của cà vạt là gì,màu đỏ,254139,2
5437,những gì sơn màu đen và trắng trên vỉa hè bằng gạch,vòi,385042,0
5438,màu của dấu hiệu là gì,màu xanh lá,10222,2
5439,hình ảnh cuộc diễu hành trên đường phố trong thành phố ở đâu,ảnh chụp,109357,3
5440,màu của con mèo là gì,màu nâu,345742,2
5441,cái gì trên vỉa hè bên cạnh chiếc ghế dài màu nâu,vali,342060,0
5442,máy tính xách tay và đèn bàn nằm ở đâu,phòng,264363,3
5443,có bao nhiêu người đang đánh răng cùng một lúc,sáu,571405,1
5444,có bao nhiêu con hươu cao cổ đang hướng lên trên đồi,bốn,538557,1
5445,những gì đang ngồi trong món ăn trên bàn,con mèo,548498,0
5446,màu của con mèo là gì,màu đen,280866,2
5447,màu của các tấm là gì,màu trắng,335249,2
5448,bông hồng đơn ở đâu,lọ cắm hoa,341198,3
5449,có bao nhiêu con chim bồ câu xếp hàng trên mái nhà bên dưới cửa sổ,ba,270351,1
5450,những gì được trang trí bằng sương giá,bánh,556608,0
5451,đĩa có kích thước cá nhân trên bàn ở phía trước đồ uống,pizza,552221,0
5452,những gì chứa đầy sushi và rau,hộp,516871,0
5453,những gì dựa vào bức tường xi măng graffitied,xe đạp,506577,0
5454,màu của con ngựa là gì,màu nâu,61780,2
5455,có bao nhiêu con cừu nằm xuống khi bốn con khác đứng gần,một,410097,1
5456,màu của chiếc tàu là gì,màu đỏ,291290,2
5457,cô gái trẻ giữ được gì,chiếc ô,509590,0
5458,những gì được nhìn thấy trên đĩa,pizza,520154,0
5459,những gì đang ngồi trên đường băng,máy bay,396673,0
5460,màu của bàn chải là gì,màu đen,445143,2
5461,cô gái cầm gì,donut,334686,0
5462,màu của con bò là gì,màu đen,173073,2
5463,có bao nhiêu phụ nữ đang cùng nhau cưỡi ngựa,bốn,530629,1
5464,màu sắc của bãi đậu xe là gì,màu xám,372390,2
5465,có bao nhiêu chuyến tàu cạnh nhau tại một ga đường sắt,ba,440346,1
5466,màu sắc của bông hoa là gì,màu tía,449504,2
5467,màu của lá là gì,màu xanh lá,91869,2
5468,màu của chiếc mũ là gì,màu đỏ,410561,2
5469,màu của chiếc tàu là gì,màu đen,212712,2
5470,cái gì trên bàn gỗ gần một ly và một bình rượu vang,pizza,507887,0
5471,màu của cà vạt là gì,màu đen,378846,2
5472,những gì một mình bên trong một bao vây,con voi,431165,0
5473,có bao nhiêu người đang chơi trò chơi với bộ điều khiển màu đen,ba,403743,1
5474,những gì đang diễn ra một khuynh hướng trong tuyết,tàu hỏa,393478,0
5475,những gì chứa đầy những người ủng hộ và dấu hiệu obama,xe tải,501153,0
5476,có bao nhiêu chiếc ô chưa mở trên một bãi cát đang phản chiếu trong nước,năm,347377,1
5477,con mèo xám đang ngồi trên một chiếc ghế dài màu xanh đậm ở đâu,phòng,323133,3
5478,màu của cây là gì,màu cam,31733,2
5479,phía trước có gì trong giỏ với các loại rau khác phía sau,cà rốt,347724,0
5480,những gì được chụp qua camera điện thoại khi điện thoại đang rung,bức ảnh,370123,0
5481,ngồi bên trong bồn tắm là gì,con mèo,558073,0
5482,màu sắc của loa là gì,màu đen,56828,2
5483,tủ đông tủ lạnh trắng đang ở đâu,phòng bếp,57503,3
5484,những gì bị khóa đến cột kim loại khi chàng trai trẻ đang chờ tàu vận chuyển hàng loạt,xe đạp,492937,0
5485,những thứ và hành lý nhiều màu nằm rải rác trên sàn nhà,túi,374649,0
5486,có bao nhiêu con ngựa vằn đang gặm cỏ trong khi một con ngựa vằn khác đang đứng đó,hai,211529,1
5487,bánh mì hotdog được gói ở đâu,giấy bạc,180768,3
5488,màu của điểm dừng là gì,màu đỏ,46786,2
5489,đống hộp đựng dụng cụ được cất giữ ở đâu,phòng,78880,3
5490,những gì đang cất cánh gần khu vực cỏ,máy bay,342490,0
5491,mọi người đang đi đâu,sân bay,187253,3
5492,những hành lý cổ nằm ở đâu,cửa sổ,489415,3
5493,người đánh cá đã cập bến ở đâu,bến du thuyền,448013,3
5494,có bao nhiêu con hươu cao cổ đang chạy trên một cánh đồng cỏ trống,hai,419406,1
5495,những gì được trang trí và tổ chức độc đáo,quầy tính tiền,490927,0
5496,giường tầng bằng gỗ và chỗ ngủ ở đâu,phòng ngủ,46168,3
5497,có bao nhiêu người chơi trò chơi ném đĩa trong khu vực cỏ,ba,332852,1
5498,màu của quả bóng là gì,màu đỏ,202128,2
